  72.00  24.00   5.00   0.05  10.00
  72.00  24.00   5.00   0.05  20.00
  72.00  24.00   5.00   0.10   5.00
  72.00  24.00   5.00   0.10  10.00
  72.00  24.00   5.00   0.10  20.00
  72.00  24.00   5.00   0.20   5.00
  72.00  24.00   5.00   0.20  10.00
  72.00  24.00   5.00   0.20  20.00
  72.00  24.00   6.00   0.01   5.00
  72.00  24.00   6.00   0.01  10.00
  72.00  24.00   6.00   0.01  20.00
  72.00  24.00   6.00   0.05   5.00
  72.00  24.00   6.00   0.05  10.00
  72.00  24.00   6.00   0.05  20.00
  72.00  24.00   6.00   0.10   5.00
  72.00  24.00   6.00   0.10  10.00
  72.00  24.00   6.00   0.10  20.00
  72.00  24.00   6.00   0.20   5.00
  72.00  24.00   6.00   0.20  10.00
  72.00  24.00   6.00   0.20  20.00
  72.00  48.00   5.00   0.01   5.00
  72.00  48.00   5.00   0.01  10.00
  72.00  48.00   5.00   0.01  20.00
  72.00  48.00   5.00   0.05   5.00
  72.00  48.00   5.00   0.05  10.00
  72.00  48.00   5.00   0.05  20.00
  72.00  48.00   5.00   0.10   5.00
  72.00  48.00   5.00   0.10  10.00
  72.00  48.00   5.00   0.10  20.00
  72.00  48.00   5.00   0.20   5.00
  72.00  48.00   5.00   0.20  10.00
  72.00  48.00   5.00   0.20  20.00
  72.00  48.00   6.00   0.01   5.00
  72.00  48.00   6.00   0.01  10.00
  72.00  48.00   6.00   0.01  20.00
  72.00  48.00   6.00   0.05   5.00
  72.00  48.00   6.00   0.05  10.00
  72.00  48.00   6.00   0.05  20.00
  72.00  48.00   6.00   0.10   5.00
  72.00  48.00   6.00   0.10  10.00
  72.00  48.00   6.00   0.10  20.00
  72.00  48.00   6.00   0.20   5.00
  72.00  48.00   6.00   0.20  10.00
  72.00  48.00   6.00   0.20  20.00
  72.00  72.00   5.00   0.01   5.00
  72.00  72.00   5.00   0.01  10.00
  72.00  72.00   5.00   0.01  20.00
  72.00  72.00   5.00   0.05   5.00
  72.00  72.00   5.00   0.05  10.00
  72.00  72.00   5.00   0.05  20.00
  72.00  72.00   5.00   0.10   5.00
  72.00  72.00   5.00   0.10  10.00
  72.00  72.00   5.00   0.10  20.00
  72.00  72.00   5.00   0.20   5.00
  72.00  72.00   5.00   0.20  10.00
  72.00  72.00   5.00   0.20  20.00
  72.00  72.00   6.00   0.01   5.00
  72.00  72.00   6.00   0.01  10.00
  72.00  72.00   6.00   0.01  20.00
  72.00  72.00   6.00   0.05   5.00
  72.00  72.00   6.00   0.05  10.00
  72.00  72.00   6.00   0.05  20.00
  72.00  72.00   6.00   0.10   5.00
  72.00  72.00   6.00   0.10  10.00
  72.00  72.00   6.00   0.10  20.00
  72.00  72.00   6.00   0.20   5.00
  72.00  72.00   6.00   0.20  10.00
  72.00  72.00   6.00   0.20  20.00
  72.00 168.00   5.00   0.01   5.00
  72.00 168.00   5.00   0.01  10.00
  72.00 168.00   5.00   0.01  20.00
  72.00 168.00   5.00   0.05   5.00
  72.00 168.00   5.00   0.05  10.00
  72.00 168.00   5.00   0.05  20.00
  72.00 168.00   5.00   0.10   5.00
  72.00 168.00   5.00   0.10  10.00
  72.00 168.00   5.00   0.10  20.00
  72.00 168.00   5.00   0.20   5.00
  72.00 168.00   5.00   0.20  10.00
  72.00 168.00   5.00   0.20  20.00
  72.00 168.00   6.00   0.01   5.00
  72.00 168.00   6.00   0.01  10.00
  72.00 168.00   6.00   0.01  20.00
  72.00 168.00   6.00   0.05   5.00
  72.00 168.00   6.00   0.05  10.00
  72.00 168.00   6.00   0.05  20.00
  72.00 168.00   6.00   0.10   5.00
  72.00 168.00   6.00   0.10  10.00
  72.00 168.00   6.00   0.10  20.00
  72.00 168.00   6.00   0.20   5.00
  72.00 168.00   6.00   0.20  10.00
  72.00 168.00   6.00   0.20  20.00
 168.00  24.00   5.00   0.01   5.00
 168.00  24.00   5.00   0.01  10.00
 168.00  24.00   5.00   0.01  20.00
 168.00  24.00   5.00   0.05   5.00
 168.00  24.00   5.00   0.05  10.00
 168.00  24.00   5.00   0.05  20.00
 168.00  24.00   5.00   0.10   5.00
 168.00  24.00   5.00   0.10  10.00
 168.00  24.00   5.00   0.10  20.00
 168.00  24.00   5.00   0.20   5.00
 168.00  24.00   5.00   0.20  10.00
 168.00  24.00   5.00   0.20  20.00
 168.00  24.00   6.00   0.01   5.00
 168.00  24.00   6.00   0.01  10.00
 168.00  24.00   6.00   0.01  20.00
 168.00  24.00   6.00   0.05   5.00
 168.00  24.00   6.00   0.05  10.00
 168.00  24.00   6.00   0.05  20.00
 168.00  24.00   6.00   0.10   5.00
 168.00  24.00   6.00   0.10  10.00
 168.00  24.00   6.00   0.10  20.00
 168.00  24.00   6.00   0.20   5.00
 168.00  24.00   6.00   0.20  10.00
 168.00  24.00   6.00   0.20  20.00
 168.00  48.00   5.00   0.01   5.00
 168.00  48.00   5.00   0.01  10.00
 168.00  48.00   5.00   0.01  20.00
 168.00  48.00   5.00   0.05   5.00
 168.00  48.00   5.00   0.05  10.00
 168.00  48.00   5.00   0.05  20.00
 168.00  48.00   5.00   0.10   5.00
 168.00  48.00   5.00   0.10  10.00
 168.00  48.00   5.00   0.10  20.00
 168.00  48.00   5.00   0.20   5.00
 168.00  48.00   5.00   0.20  10.00
 168.00  48.00   5.00   0.20  20.00
 168.00  48.00   6.00   0.01   5.00
 168.00  48.00   6.00   0.01  10.00
 168.00  48.00   6.00   0.01  20.00
 168.00  48.00   6.00   0.05   5.00
 168.00  48.00   6.00   0.05  10.00
 168.00  48.00   6.00   0.05  20.00
 168.00  48.00   6.00   0.10   5.00
 168.00  48.00   6.00   0.10  10.00
 168.00  48.00   6.00   0.10  20.00
 168.00  48.00   6.00   0.20   5.00
 168.00  48.00   6.00   0.20  10.00
 168.00  48.00   6.00   0.20  20.00
 168.00  72.00   5.00   0.01   5.00
 168.00  72.00   5.00   0.01  10.00
 168.00  72.00   5.00   0.01  20.00
 168.00  72.00   5.00   0.05   5.00
 168.00  72.00   5.00   0.05  10.00
 168.00  72.00   5.00   0.05  20.00
 168.00  72.00   5.00   0.10   5.00
 168.00  72.00   5.00   0.10  10.00
 168.00  72.00   5.00   0.10  20.00
 168.00  72.00   5.00   0.20   5.00
 168.00  72.00   5.00   0.20  10.00
 168.00  72.00   5.00   0.20  20.00
 168.00  72.00   6.00   0.01   5.00
 168.00  72.00   6.00   0.01  10.00
 168.00  72.00   6.00   0.01  20.00
 168.00  72.00   6.00   0.05   5.00
 168.00  72.00   6.00   0.05  10.00
 168.00  72.00   6.00   0.05  20.00
 168.00  72.00   6.00   0.10   5.00
 168.00  72.00   6.00   0.10  10.00
 168.00  72.00   6.00   0.10  20.00
 168.00  72.00   6.00   0.20   5.00
 168.00  72.00   6.00   0.20  10.00
 168.00  72.00   6.00   0.20  20.00
 168.00 168.00   5.00   0.01   5.00
 168.00 168.00   5.00   0.01  10.00
 168.00 168.00   5.00   0.01  20.00
 168.00 168.00   5.00   0.05   5.00
 168.00 168.00   5.00   0.05  10.00
 168.00 168.00   5.00   0.05  20.00
 168.00 168.00   5.00   0.10   5.00
 168.00 168.00   5.00   0.10  10.00
 168.00 168.00   5.00   0.10  20.00
 168.00 168.00   5.00   0.20   5.00
 168.00 168.00   5.00   0.20  10.00
 168.00 168.00   5.00   0.20  20.00
 168.00 168.00   6.00   0.01   5.00
 168.00 168.00   6.00   0.01  10.00
 168.00 168.00   6.00   0.01  20.00
 168.00 168.00   6.00   0.05   5.00
 168.00 168.00   6.00   0.05  10.00
 168.00 168.00   6.00   0.05  20.00
 168.00 168.00   6.00   0.10   5.00
 168.00 168.00   6.00   0.10  10.00
 168.00 168.00   6.00   0.10  20.00
 168.00 168.00   6.00   0.20   5.00
 168.00 168.00   6.00   0.20  10.00
 168.00 168.00   6.00   0.20  20.00
